Time,Longitude,Latitude,Altitude
2024-06-01 01:11:00,52.467130255687074,90.0,-6352344.540488437
2024-06-01 01:12:00,56.89686273568675,90.0,-6352156.452939143
2024-06-01 01:13:00,61.636356049925446,90.0,-6351990.0501517225
2024-06-01 01:14:00,66.69674977427492,90.0,-6351846.1140318625
2024-06-01 01:15:00,72.07718485909398,90.0,-6351725.320618043
2024-06-01 01:16:00,77.76063159444779,90.0,-6351628.237039254
2024-06-01 01:17:00,83.71049778071745,90.0,-6351555.318973609
2024-06-01 01:18:00,89.8692928847552,90.0,-6351506.908613776
2024-06-01 01:19:00,96.16056040904215,90.0,-6351483.2331429785
2024-06-01 01:20:00,102.49459073042352,90.0,-6351484.40372463
2024-06-01 01:21:00,108.77718729426712,90.0,-6351510.415007235
2024-06-01 01:22:00,114.91953844889365,90.0,-6351561.145145498
2024-06-01 01:23:00,120.84676665773736,90.0,-6351636.356337659
2024-06-01 01:24:00,126.50329944279376,90.0,-6351735.69587817
2024-06-01 01:25:00,131.85446070767364,90.0,-6351858.697724072
2024-06-01 01:26:00,136.8848875051573,90.0,-6352004.78457201
2024-06-01 01:27:00,141.5950151311622,90.0,-6352173.270442151
2024-06-01 01:28:00,145.9968871568843,90.0,-6352363.363763015
2024-06-01 01:29:00,150.1101929115803,90.0,-6352574.170950217
2024-06-01 01:30:00,153.9590037227168,90.0,-6352804.700469497
2024-06-01 01:31:00,157.56934216618936,90.0,-6353053.867372306
2024-06-01 01:32:00,160.96752054509918,90.0,-6353320.498289539
2024-06-01 01:33:00,164.17910086995414,90.0,-6353603.33686615
2024-06-01 01:34:00,167.22831510730444,90.0,-6353901.049615812
2024-06-01 01:35:00,170.13780487442446,90.0,-6354212.232173276
2024-06-01 01:36:00,172.92857100102523,90.0,-6354535.415915313
2024-06-01 01:37:00,175.62005390446157,90.0,-6354869.074922146
2024-06-01 01:38:00,178.23029080343744,90.0,-6355211.633244373
2024-06-01 01:39:00,-179.22388526448458,90.0,-6355561.472440028
2024-06-01 01:40:00,-176.72662623240015,90.0,-6355916.939340969
2024-06-01 01:41:00,-174.2628420147873,90.0,-6356276.354008391
2024-06-01 01:42:00,-171.81797213045633,90.0,-6356638.017832669
2024-06-01 01:43:00,-169.37775848988247,-90.0,-6356504.406758128
2024-06-01 01:44:00,-166.9280196203881,-90.0,-6356143.374085387
2024-06-01 01:45:00,-164.45442544358235,-90.0,-6355785.217904715
2024-06-01 01:46:00,-161.94227146449884,-90.0,-6355431.629229222
2024-06-01 01:47:00,-159.37625178425557,-90.0,-6355084.276691448
2024-06-01 01:48:00,-156.74023189970865,-90.0,-6354744.798549863
2024-06-01 01:49:00,-154.01702496470864,-90.0,-6354414.794869966
2024-06-01 01:50:00,-151.1881797513809,-90.0,-6354095.8199260505
